# ra,dec,radius
257.913688628,23.5133497385,2.0
258.764263636,23.5229308988,2.0
257.795851753,23.5329077008,2.0
257.525041653,23.5342494251,2.0
258.032916384,23.5374978003,2.0
130.784286832,36.044013798,2.0
258.130817281,23.5415339258,2.0
258.056909149,23.545112351,2.0
257.487636358,23.5475139095,2.0
258.316136373,23.5470643282,2.0
257.754038288,23.5499940201,2.0
258.11923358,23.5499882238,2.0
331.04380489,32.3947095243,2.0
258.60152682,23.5501851926,2.0
258.264013866,23.5513920017,2.0
257.951818386,23.5509668606,2.0
258.057907666,23.5566654214,2.0
258.653290376,23.5611739775,2.0
331.286476664,32.3867756794,2.0
258.652428792,23.5644240873,2.0
257.845584147,23.564151684,2.0
257.502272669,23.5605350507,2.0
258.244854387,23.5679023284,2.0
257.592806757,23.5775613882,2.0
258.700072269,23.5753258315,2.0
257.50605103,23.5789243956,2.0
258.70148866,23.5767187286,2.0
132.036648015,36.1062534859,2.0
257.512282742,23.5813929371,2.0
258.401775815,23.5838024125,2.0
258.499088857,23.5817188112,2.0
257.876708521,23.5855844701,2.0
258.361995613,23.5866293459,2.0
258.091215801,23.5880766974,2.0
257.718396847,23.5851710402,2.0
257.486953592,23.5987244378,2.0
258.07035007,23.5969249882,2.0
131.643471035,36.4394552205,2.0
258.507402186,23.602720771,2.0
258.698176004,23.5996067404,2.0
259.506915511,39.6227576747,2.0
258.446714915,23.6019093877,2.0
258.128201784,23.6059535085,2.0
258.2214457,23.6114094111,2.0
257.630847497,23.6070629293,2.0
257.288671916,23.6080975424,2.0
257.555566009,23.6193045897,2.0
257.807713836,23.623627505,2.0
257.563678546,23.6251251593,2.0
257.68552084,23.6269784749,2.0
257.838357851,23.631282557,2.0
258.88141094,39.6506771112,2.0
258.050133972,23.637534857,2.0
259.537684173,39.6556369038,2.0
259.07579319,39.6570771221,2.0
258.317810849,23.6403100784,2.0
258.086016141,23.6415847038,2.0
258.464260832,23.6429323193,2.0
257.985921359,23.6425619514,2.0
258.790381423,23.6422693644,2.0
259.142715859,39.6584794902,2.0
258.220366372,23.6465840161,2.0
258.394251421,23.6512607226,2.0
257.613530868,23.6580471255,2.0
258.011036307,23.6611251345,2.0
258.15393337,23.6681370919,2.0
258.018006336,23.6691999202,2.0
258.207717399,39.6849628904,2.0
258.41890329,23.6713759952,2.0
331.661027311,32.4739790307,2.0
257.605561987,23.6721862321,2.0
257.453560312,23.6780872296,2.0
258.269160221,23.6782933785,2.0
257.796601392,23.6858025061,2.0
258.748581389,23.6834442261,2.0
257.677544009,23.6884125527,2.0
258.476369049,23.6835029789,2.0
132.114879586,36.3147316319,2.0
258.218298251,23.6890950819,2.0
131.304183916,36.3060905081,2.0
257.921173214,23.6974587738,2.0
258.198095902,23.7018687699,2.0
258.468423992,23.6961304122,2.0
258.299531186,23.7043155454,2.0
258.183822623,23.7044344509,2.0
257.771890592,23.7064940739,2.0
258.0874492,23.7080370928,2.0
258.634374127,23.7081236352,2.0
257.866193103,23.7096450971,2.0
258.116151674,23.7100827669,2.0
257.96903537,23.7124145043,2.0
258.718731618,23.7001664267,2.0
258.254868503,23.7157747049,2.0
257.728461885,23.7161592112,2.0
258.65957571,23.7165456576,2.0
258.434293759,39.7301521661,2.0
258.504515728,23.7189096611,2.0
258.114300544,23.7190106817,2.0
257.695203562,23.7219356145,2.0
131.225437093,36.2629410364,2.0
258.59051853,23.7235447769,2.0
131.745080543,36.248793269,2.0
258.527708418,23.7339804668,2.0
258.534021472,23.7320417226,2.0
257.387071134,23.7348528325,2.0
257.548525577,23.7358023569,2.0
131.160066162,36.2411871471,2.0
130.961735594,36.2386248801,2.0
258.54333987,23.7398911099,2.0
258.209842383,23.7404660089,2.0
331.276955267,32.5022225781,2.0
257.31200656,23.7431272586,2.0
257.663598497,23.7478913358,2.0
257.692717049,23.7532991306,2.0
258.222271667,23.7546407484,2.0
258.659390868,23.7532388349,2.0
257.356230961,23.7564171088,2.0
257.82746874,23.7569475998,2.0
258.725669329,23.7579230654,2.0
257.753120032,23.7599433207,2.0
258.282151302,23.7625348401,2.0
257.73048147,23.766812969,2.0
258.646896592,23.7668326891,2.0
330.374573971,32.5404376349,2.0
259.747882132,39.7698782788,2.0
258.629837205,23.7766371275,2.0
259.192819859,39.774635956,2.0
258.4163178,23.7792052615,2.0
259.527693262,39.7805488023,2.0
258.769781963,23.7774610966,2.0
257.398323363,23.783257533,2.0
258.19271749,23.7893222566,2.0
258.408544513,23.7834234289,2.0
257.640965442,23.7881109076,2.0
258.623250672,23.7899663766,2.0
258.233927382,23.7934963184,2.0
131.001555148,36.1620998771,2.0
257.699221292,23.795963676,2.0
258.943881077,39.7973896902,2.0
257.376741348,23.8022382002,2.0
257.386233587,23.8358070317,2.0
257.801156069,23.836807323,2.0
257.983264283,23.8404031592,2.0
259.478156775,39.8153320139,2.0
131.887390074,36.1143497731,2.0
258.396377196,23.8335821472,2.0
131.66578091,36.5484130574,2.0
257.527636486,23.8215383226,2.0
258.629617333,23.8339002521,2.0
257.573180696,23.8255548427,2.0
258.361939276,23.8210997794,2.0
130.972510239,36.6656367689,2.0
258.027661696,23.818680829,2.0
257.632375435,23.8183269359,2.0
259.207275774,39.8400895234,2.0
258.421460329,23.8187886981,2.0
257.668053978,24.1575040467,2.0
257.836571,23.8136356335,2.0
257.540384673,24.1630539401,2.0
257.413309734,24.1612105,2.0
258.379091547,24.1560806124,2.0
257.605703357,24.1599288143,2.0
257.563157945,24.1515336373,2.0
258.70860277,24.1458552853,2.0
257.457955749,24.1389785886,2.0
258.210703792,24.140309328,2.0
257.443239212,24.1358647627,2.0
330.519724687,32.6097766872,2.0
257.993300953,24.1203685868,2.0
258.811453463,24.1311940768,2.0
257.438304345,24.1237369695,2.0
257.770593816,24.1253525077,2.0
258.421341426,39.8941982413,2.0
258.816953062,24.1206098731,2.0
258.332417786,39.8950296854,2.0
257.805114524,24.111154478,2.0
258.059832579,24.1181677447,2.0
259.532253851,39.8947070196,2.0
257.968129748,24.1033621505,2.0
257.306592161,24.0982003435,2.0
131.608013045,36.5225189136,2.0
257.845148766,24.094097052,2.0
258.395447169,24.0934797321,2.0
257.346334334,24.0914690605,2.0
131.579467857,36.5069832991,2.0
257.656872961,24.0887382014,2.0
131.889621841,36.5011883209,2.0
258.207050473,24.0872746761,2.0
330.919121596,32.6562861988,2.0
258.812890319,39.9291209343,2.0
259.381400815,39.9251729003,2.0
258.558500631,24.0716505938,2.0
258.160547762,24.0788971564,2.0
257.425463795,24.0717446515,2.0
330.544892275,32.6660844703,2.0
258.280452526,24.0716155877,2.0
258.157173227,24.0772986802,2.0
257.773743251,24.0684790412,2.0
258.173878328,24.0641091619,2.0
259.039395559,39.9404348382,2.0
258.223255604,24.0629540483,2.0
258.603811959,24.0567374033,2.0
257.613099503,24.0522863164,2.0
258.801706322,24.0545176024,2.0
258.503810411,24.0500714397,2.0
257.296936871,24.0450903469,2.0
258.95035938,39.9622185662,2.0
330.110978603,32.6791117269,2.0
257.77505307,23.894144909,2.0
258.476624511,24.0436583673,2.0
258.596213684,24.0360361319,2.0
258.76782881,24.0294761151,2.0
257.436578724,24.0355114988,2.0
257.41880695,24.0283975348,2.0
257.941679689,24.0264274056,2.0
257.653697255,24.0251956912,2.0
330.09808627,32.6961403595,2.0
330.297701714,32.6997340921,2.0
258.780590105,24.0106625056,2.0
257.769048914,23.9435504087,2.0
257.8224491,24.0093044997,2.0
257.454356218,24.0008246883,2.0
258.394844268,23.9969918059,2.0
258.371463556,39.9996844774,2.0
257.63954677,23.9518499578,2.0
258.09641957,23.9837028938,2.0
258.784875336,23.985054047,2.0
258.510722028,23.9832049244,2.0
257.880436225,23.9747836,2.0
331.159667802,32.7167587082,2.0
258.795153945,23.9721597965,2.0
257.546834696,23.9706730312,2.0
257.401716658,23.9708871327,2.0
257.529040091,23.970098302,2.0
257.634234788,24.0825968218,2.0
258.01147077,23.9735458506,2.0
257.507668401,23.963968859,2.0
330.590958022,32.7348437541,2.0
258.460676988,40.0312199477,2.0
259.15535263,40.0331225879,2.0
258.103386058,23.9689884883,2.0
258.30235958,23.9564244207,2.0
258.010359766,23.9557293444,2.0
258.417174835,23.9521071342,2.0
258.62263913,23.9509253801,2.0
258.119982217,23.9517735435,2.0
258.714661267,23.9506221854,2.0
331.369616112,32.7443662799,2.0
258.786001706,23.9470275731,2.0
258.111610013,23.9537220955,2.0
258.130312382,23.9459626948,2.0
257.416781053,23.9400339919,2.0
258.456849895,23.9372172283,2.0
258.467211822,23.9400284273,2.0
259.381313296,40.0521095093,2.0
23.0231309859,1.18457983087,2.0
257.760396297,23.9306857276,2.0
258.643616288,23.9276997101,2.0
258.724665943,23.9227424774,2.0
258.497604014,23.9437638958,2.0
258.621902819,23.92107107,2.0
257.647581697,23.9177727428,2.0
257.375356746,23.91949174,2.0
258.237524299,23.9194098885,2.0
257.34900615,23.9267261872,2.0
257.795656777,23.9142309454,2.0
230.862884884,42.3105421543,2.0
23.4694106273,1.22924978458,2.0
